,0
0,0.17323061517410457
1,0.2576267542143085
2,0.26346243113042267
3,0.24509818388771026
4,0.2748772325600276
5,0.31153131300939585
6,0.19956312596763517
7,0.1556623613365037
8,0.19648585562902748
9,0.20987570502959857
10,0.19430108406561802
11,0.21143087316099923
12,0.19884972196589992
13,0.15467527175823687
14,0.11422015542602429
15,0.08773227773554065
16,0.017629192982514655
17,0.08423087743740526
18,0.2201825546318415
19,0.24804847193632484
20,0.2992680930625977
21,0.42464999415110893
22,0.4923741871490104
23,0.551640230806906
24,0.6404480491590523
25,0.6259089436257835
26,0.6256014841439946
27,0.6949762868300301
28,0.7419915799578901
29,0.697540545824131
30,0.7054503331624079
31,0.7949992496381322
32,0.8476224687406052
33,0.9140243901483724
34,0.9696365225071066
35,1.0244293860965121
36,1.0730240755067353
37,1.0986646853412572
38,1.070786887969547
39,1.019505994285607
40,0.9400944892106935
41,0.8648677213370327
42,0.9275953554872376
43,0.9599124053968249
44,0.8935568100505347
45,0.865423695996282
46,0.8340304754630652
47,0.8163560990795575
48,0.8808002598659963
49,1.0058729915380349
50,1.0475945072705166
51,1.0565674784292678
52,1.1048127999634336
53,1.1632107831464573
54,1.1717375100232563
55,1.2243058256470207
56,1.217199566955477
57,1.2159740871940188
58,1.265734945540745
59,1.2548704965761028
60,1.3024385312357314
61,1.3457529482523016
62,1.3200242404458034
63,1.3225642816681025
64,1.2442256056209433
65,1.1646910606876568
66,1.1819251462226181
67,1.1744329033658818
68,1.1320244165513436
69,1.089070298982632
70,1.0496816078716968
71,0.8876387078294037
72,0.7306729818324134
73,0.7224990911636489
74,0.5589481679014497
75,0.42316223791403396
76,0.5505281020553278
77,0.7712986713432217
78,0.8352752770757985
79,0.8603627767432718
80,0.7212969281337418
81,0.562834664849981
82,0.5553396050486353
83,0.705669460894909
84,0.7824023457848099
85,0.827449489908259
86,0.9325996468290998
87,0.9155992658089452
88,0.8156171837407807
89,0.8062332353134878
90,0.7461152447568581
91,0.701580921181184
92,0.7174913961352521
93,0.7574597570306003
94,0.6951842260420817
95,0.6580018902648492
96,0.7227959881948656
97,0.8209966407159313
98,0.8674326088949829
99,0.77659356767082
100,0.7144849834265967
101,0.6535391580687812
102,0.5738141808792591
103,0.5661020536633079
104,0.44137299544699016
105,0.25020875112972857
106,0.3123999107030456
107,0.3996441606998735
108,0.347338782340827
109,0.2669159146806031
110,0.3207636195844785
111,0.41840838449287876
112,0.48294516048076264
113,0.5430299617386996
114,0.4857172572757774
115,0.42368078624571026
116,0.4507991861518777
117,0.5058653289304367
118,0.4936705303523382
119,0.5238850306076306
120,0.5707488214015289
121,0.5288678541726793
122,0.4849650522515976
123,0.5023135028177048
124,0.5129186186771482
125,0.4951238928555897
126,0.42900225955076027
127,0.4127610739848341
128,0.41456134545467804
129,0.3836037345165749
130,0.3592522213541773
131,0.36324024517920656
132,0.31546019489509053
133,0.23484282243317972
134,0.2932578454678221
135,0.38798260941440776
136,0.42122733374441645
137,0.4614195994416286
138,0.50182601717561
139,0.5545582280637659
140,0.6327797649984328
141,0.6869666627745757
142,0.7079101148919721
143,0.7664712811582686
144,0.8197727680889152
145,0.818536515173814
146,0.8012793044215087
147,0.7632511710131622
148,0.7901741052103738
149,0.8695044503507686
150,0.9246582956376915
151,1.0077784948287882
152,1.0273956747910566
153,1.0416554956159754
154,1.0938265156149216
155,1.1209918233719225
156,1.1138864554701624
157,1.1606275544894924
158,1.2146414249198538
159,1.2106714607930318
160,1.199471597785767
161,1.1462896377443124
162,1.1122805158619002
163,1.1629517328962553
164,1.2580545717892169
165,1.2878753784764463
166,1.2807833950137568
167,1.320829586211616
168,1.3169006253738889
169,1.30679602599275
170,1.2996348368184945
171,1.2979592637947506
172,1.3281684256167363
173,1.315768702633863
174,1.2865339747652955
175,1.2811937424429138
176,1.3501266416732318
177,1.396150401181282
178,1.4097075121362193
179,1.4263091951775606
180,1.4462710035408777
181,1.4649311668541753
182,1.3579263852895307
183,1.2322149595197165
184,1.2188688013326603
185,1.1919709772262643
186,1.1586366561931194
187,1.1944276618114111
188,1.1888256544573461
189,1.1970356071749082
190,1.266953842432803
191,1.2872492940164424
192,1.2499244199950006
193,1.2347332957864001
194,1.2312527461277776
195,1.1159338476385554
196,0.9555690460448152
197,0.9838881829923003
198,1.0912615752888672
199,1.0522504082990913
