BTC,BNB,ETH,Date
37134.35546875,357.7557373046875,2435.095703125,2021-06-11
36509.58203125,341.5933837890625,2431.8095703125,2021-06-12
36289.34765625,345.8230285644531,2358.1240234375,2021-06-13
39617.33984375,361.8737182617188,2561.237060546875,2021-06-14
40748.8125,393.8135070800781,2593.692138671875,2021-06-15
39886.0,367.118408203125,2617.66650390625,2021-06-16
39495.88671875,359.675537109375,2388.1044921875,2021-06-17
37009.79296875,348.2974853515625,2344.287109375,2021-06-18
35873.578125,331.6508483886719,2242.40478515625,2021-06-19
34959.50390625,331.6471252441406,2219.06591796875,2021-06-20
34964.11328125,309.399658203125,2193.179443359375,2021-06-21
31664.388671875,272.1595458984375,1846.2957763671875,2021-06-22
32376.775390625,273.3545227050781,1888.529052734375,2021-06-23
33005.90625,295.309814453125,1952.0155029296875,2021-06-24
34008.58984375,291.68560791015625,1890.1390380859373,2021-06-25
31751.396484375,284.0730895996094,1784.00244140625,2021-06-26
32575.27734375,291.3133239746094,1883.239501953125,2021-06-27
34009.578125,280.29638671875,1965.904052734375,2021-06-28
34512.3984375,291.6818542480469,2085.9873046875,2021-06-29
35458.97265625,299.60870361328125,2160.03759765625,2021-06-30
34971.79296875,303.64776611328125,2248.376953125,2021-07-01
33973.5234375,293.7267150878906,2147.209716796875,2021-07-02
33216.6015625,286.0440673828125,2180.198486328125,2021-07-03
34236.15625,299.6688537597656,2262.98681640625,2021-07-04
35292.26171875,303.95953369140625,2295.0390625,2021-07-05
34316.16015625,330.5858459472656,2253.657470703125,2021-07-06
33728.90234375,340.80743408203125,2300.20166015625,2021-07-07
33256.36328125,315.7152404785156,2222.328369140625,2021-07-08
33364.05078125,315.2117919921875,2188.6162109375,2021-07-09
33340.86328125,316.5647277832031,2199.906494140625,2021-07-10
33567.37890625,310.9622802734375,2114.623291015625,2021-07-11
34444.08203125,320.69439697265625,2145.015625,2021-07-12
32994.671875,311.2544860839844,2050.872314453125,2021-07-13
32913.6796875,311.8742370605469,1930.921630859375,2021-07-14
32373.025390625,312.4800720214844,1989.8768310546875,2021-07-15
31696.998046875,313.90411376953125,1888.8265380859373,2021-07-16
31200.814453125,289.3073425292969,1898.7879638671875,2021-07-17
31591.16796875,311.8192749023437,1961.8782958984373,2021-07-18
31199.9765625,288.899169921875,1906.9022216796875,2021-07-19
30385.263671875,262.2545471191406,1809.0340576171875,2021-07-20
30175.56640625,276.71319580078125,1819.5618896484373,2021-07-21
32239.892578125,297.75811767578125,1971.2913818359373,2021-07-22
32072.40234375,287.3529052734375,2043.8145751953125,2021-07-23
33286.9921875,304.4581604003906,2150.263916015625,2021-07-24
34906.06640625,296.34674072265625,2165.38916015625,2021-07-25
35298.05078125,301.8637084960937,2192.129150390625,2021-07-26
38229.44140625,306.3065795898437,2225.283203125,2021-07-27
39584.5234375,303.0992736816406,2336.044189453125,2021-07-28
40339.01171875,318.85211181640625,2295.984375,2021-07-29
40499.19140625,312.91241455078125,2430.91943359375,2021-07-30
42718.0390625,339.864990234375,2528.771240234375,2021-07-31
41156.3671875,350.03045654296875,2538.13916015625,2021-08-01
40206.6796875,328.6184387207031,2543.46630859375,2021-08-02
39012.17578125,333.15771484375,2607.841064453125,2021-08-03
37616.23828125,324.4062194824219,2508.443603515625,2021-08-04
39545.6328125,324.284423828125,2683.400634765625,2021-08-05
43217.03515625,341.218505859375,2934.7568359375,2021-08-06
43287.26953125,359.5014343261719,2996.87890625,2021-08-07
45327.8125,349.7169189453125,3067.2236328125,2021-08-08
44158.6953125,355.48553466796875,3093.251220703125,2021-08-09
47807.0234375,365.3800964355469,3184.001708984375,2021-08-10
45065.625,364.98822021484375,3178.30712890625,2021-08-11
45015.25,385.5060729980469,3173.424560546875,2021-08-12
44487.86328125,396.0732116699219,3029.084228515625,2021-08-13
48269.85546875,419.3546752929688,3247.826904296875,2021-08-14
47588.828125,401.0803833007813,3342.6884765625,2021-08-15
46859.1640625,415.31097412109375,3373.65966796875,2021-08-16
45334.5703125,414.5619812011719,3183.400634765625,2021-08-17
44515.25,403.0412292480469,3020.134765625,2021-08-18
44144.09375,395.1306762695313,2992.191650390625,2021-08-19
47040.92578125,427.1326293945313,3225.861572265625,2021-08-20
49944.9375,458.47161865234375,3348.080810546875,2021-08-21
49135.1484375,459.2191467285156,3267.32275390625,2021-08-22
49240.59765625,489.338623046875,3317.5224609375,2021-08-23
49165.0859375,478.0311584472656,3266.399658203125,2021-08-24
47860.66015625,507.9599914550781,3208.1083984375,2021-08-25
48484.40625,499.1505126953125,3193.97119140625,2021-08-26
47079.96875,486.3804931640625,3104.916748046875,2021-08-27
48383.1875,510.4695739746094,3216.994140625,2021-08-28
49058.0,468.6907043457031,3153.406982421875,2021-08-29
49009.125,480.8114318847656,3291.7900390625,2021-08-30
47344.3671875,467.1166076660156,3233.43212890625,2021-08-31
46876.578125,458.3766174316406,3407.65234375,2021-09-01
48212.6953125,484.7799682617188,3886.693359375,2021-09-02
49012.09375,507.7554931640625,3960.568359375,2021-09-03
49690.3984375,494.2350769042969,3939.18701171875,2021-09-04
49937.5859375,499.3855895996094,3871.6142578125,2021-09-05
51582.0234375,504.8138122558594,3960.111572265625,2021-09-06
52893.01953125,494.7835388183594,3949.69677734375,2021-09-07
47874.96875,428.0457458496094,3445.181640625,2021-09-08
48138.046875,433.9272766113281,3736.853515625,2021-09-09
44822.8984375,395.4706726074219,3446.83251953125,2021-09-10
44267.41015625,388.9882507324219,3172.72412109375,2021-09-11
45882.828125,406.5207214355469,3308.419921875,2021-09-12
45499.3671875,419.92767333984375,3441.64013671875,2021-09-13
44748.3828125,407.5237121582031,3275.146484375,2021-09-14
47409.6796875,407.9566955566406,3415.69287109375,2021-09-15
48023.015625,421.5752258300781,3674.123291015625,2021-09-16
47841.9453125,430.63970947265625,3610.984130859375,2021-09-17
47403.40625,416.55706787109375,3448.4619140625,2021-09-18
47639.0625,420.2928161621094,3451.502685546875,2021-09-19
47232.62109375,402.8182067871094,3320.868408203125,2021-09-20
44550.3046875,361.9430541992188,2964.372802734375,2021-09-21
40761.18359375,354.35107421875,2777.30126953125,2021-09-22
43705.4453125,395.3469848632813,3050.421875,2021-09-23
44625.01953125,380.5516052246094,3117.485107421875,2021-09-24
42459.34375,363.5674133300781,3083.941650390625,2021-09-25
43420.5,357.6108093261719,2874.619140625,2021-09-26
42589.29296875,343.9854736328125,3031.79443359375,2021-09-27
42096.5390625,334.805908203125,2881.795166015625,2021-09-28
41104.71875,333.3664855957031,2871.4765625,2021-09-29
41117.37890625,374.733642578125,2879.914306640625,2021-09-30
43866.390625,384.2324523925781,3034.624267578125,2021-10-01
48668.0390625,417.8418273925781,3287.353759765625,2021-10-02
47681.17578125,443.222412109375,3481.25,2021-10-03
47876.90625,441.63226318359375,3553.700439453125,2021-10-04
49235.828125,428.241943359375,3403.234619140625,2021-10-05
51667.1484375,444.402587890625,3552.68896484375,2021-10-06
55787.78515625,434.7711181640625,3622.82861328125,2021-10-07
53516.69140625,438.3982238769531,3561.673583984375,2021-10-08
54214.03125,414.24798583984375,3544.689697265625,2021-10-09
54916.09765625,422.5466918945313,3597.497802734375,2021-10-10
54286.10546875,396.5362548828125,3447.955810546875,2021-10-11
58001.1484375,419.1832580566406,3596.42529296875,2021-10-12
55389.453125,433.5585632324219,3486.73095703125,2021-10-13
57351.6640625,472.081298828125,3608.818359375,2021-10-14
56713.09375,485.08642578125,3808.521484375,2021-10-15
61971.953125,492.3552856445313,3882.689208984375,2021-10-16
60752.390625,470.8663024902344,3811.592529296875,2021-10-17
60709.7109375,477.8589477539063,3860.974609375,2021-10-18
